Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
1,Rayhaan Tulloch\Rayhaan-Tulloch,eng ENG,MF,West Brom,16,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
2,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,26,1990,28,2184,78,63.9,24.3,25,,3,,8,1.21,31,38,-7,-0.29,-0.07,32.9,34.6,-1.7,-0.07,-0.50,Matches
3,Rolando Aarons\Rolando-Aarons,eng ENG,FWMF,Newcastle Utd,21,1995,4,139,35,4.1,1.5,1,,3,,7,0.25,1,2,-1,-0.65,-0.46,0.4,2.7,-2.3,-1.49,-1.28,Matches
4,Tammy Abraham\Tammy-Abraham,eng ENG,FWMF,Swansea City,19,1997,31,1726,56,50.5,19.2,15,,16,,2,0.81,15,31,-16,-0.83,-0.20,15.8,31.1,-15.3,-0.80,-0.14,Matches
5,Charlie Adam\Charlie-Adam,sco SCO,MF,Stoke City,31,1985,11,411,37,12.0,4.6,5,,6,,21,0.91,2,7,-5,-1.09,-0.26,5.8,7.5,-1.7,-0.37,+0.24,Matches
6,Tosin Adarabioyo\Tosin-Adarabioyo,eng ENG,DF,Manchester City,19,1997,0,,,,,0,,0,,7,,,,,,,,,,,,Matches
7,AdriÃ¡n\Adrian,es ESP,GK,West Ham,30,1987,19,1710,90,50.0,19.0,19,,0,,19,1.42,30,29,+1,+0.05,+1.16,20.5,29.9,-9.4,-0.49,+0.04,Matches
8,Ibrahim Afellay\Ibrahim-Afellay,nl NED,MF,Stoke City,31,1986,6,166,28,4.9,1.8,1,,5,,10,1.00,1,9,-8,-4.34,-3.65,1.0,5.0,-4.0,-2.20,-1.70,Matches
9,Benik Afobe\Benik-Afobe,cd COD,FWMF,Bournemouth,24,1993,17,611,36,17.9,6.8,5,,12,,4,1.06,5,12,-7,-1.03,-0.74,7.0,13.4,-6.4,-1.09,-0.83,Matches
10,Sergio AgÃ¼ero\Sergio-Aguero,ar ARG,FW,Manchester City,29,1988,25,1963,79,57.4,21.8,22,,3,,4,2.52,63,12,+51,+2.34,+0.61,47.9,13.8,+34.1,+1.56,+0.06,Matches
11,Nathan AkÃ©\Nathan-Ake,nl NED,DF,Bournemouth,22,1995,38,3353,88,98.0,37.3,37,,1,,0,1.16,44,59,-15,-0.40,+0.94,43.5,56.8,-13.3,-0.36,+1.66,Matches
12,Marc Albrighton\Marc-Albrighton,eng ENG,MFFW,Leicester City,27,1989,34,2538,75,74.2,28.2,30,,4,,1,1.29,35,39,-4,-0.14,-0.14,33.6,34.3,-0.7,-0.02,+0.11,Matches
13,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,28,1989,14,1178,84,34.4,13.1,13,,1,,1,1.93,25,13,+12,+0.92,-0.13,22.6,11.4,+11.2,+0.85,-0.02,Matches
14,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,18,1998,19,1573,83,46.0,17.5,18,,1,,16,1.89,39,17,+22,+1.26,+0.09,33.5,15.6,+18.0,+1.03,+0.10,Matches
15,Joe Allen\Joe-Allen,wal WAL,MF,Stoke City,27,1990,36,3139,87,91.8,34.9,36,,0,,1,0.92,31,55,-24,-0.69,+2.19,35.1,51.1,-16.0,-0.46,+1.51,Matches
16,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,21,1996,36,2958,82,86.5,32.9,34,,2,,0,2.03,63,28,+35,+1.06,+0.48,57.3,26.8,+30.5,+0.92,+0.44,Matches
17,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Chelsea,26,1990,33,2855,87,83.5,31.7,33,,0,,1,1.85,48,30,+18,+0.57,-0.39,46.2,26.9,+19.4,+0.61,+0.08,Matches
18,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,22,1994,8,487,61,14.2,5.4,6,,2,,11,1.13,7,7,0,0.00,+0.12,7.3,6.5,+0.8,+0.16,+0.24,Matches
19,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Chelsea,16,2000,1,11,11,0.3,0.1,0,,1,,11,3.00,0,1,-1,-8.18,-8.84,0.0,0.1,-0.1,-0.64,-1.24,Matches
20,Nordin Amrabat\Nordin-Amrabat,ma MAR,FW,Watford,30,1987,3,198,66,5.8,2.2,3,,0,,0,1.67,4,3,+1,+0.45,+1.04,3.7,4.5,-0.8,-0.36,-0.06,Matches
21,Keshi Anderson\Keshi-Anderson,eng ENG,FWMF,Crystal Palace,22,1995,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,27,1990,21,1354,64,39.6,15.0,16,,5,,0,1.05,13,23,-10,-0.66,-0.23,13.7,21.9,-8.2,-0.55,-0.05,Matches
23,Scott Arfield\Scott-Arfield,ca CAN,FWMF,Burnley,28,1988,18,1333,74,39.0,14.8,15,,3,,8,1.11,7,15,-8,-0.54,-0.76,9.9,23.0,-13.1,-0.88,-0.89,Matches
24,Marko ArnautoviÄ‡\Marko-Arnautovic,at AUT,FWMF,West Ham,28,1989,31,2313,75,67.6,25.7,28,,3,,1,1.06,34,48,-14,-0.54,-0.06,27.6,37.7,-10.1,-0.39,+0.38,Matches
25,Harry Arter\Harry-Arter,ie IRL,MF,Bournemouth,27,1989,13,960,74,28.1,10.7,11,,2,,11,1.31,10,13,-3,-0.28,+0.19,10.1,14.4,-4.3,-0.41,-0.02,Matches
26,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,25,1992,28,1784,64,52.2,19.8,19,,9,,0,1.32,17,22,-5,-0.25,-0.09,20.8,24.7,-3.9,-0.20,+0.15,Matches
27,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,28,1989,13,1057,81,30.9,11.7,12,,1,,0,1.62,26,15,+11,+0.94,+0.48,19.7,15.7,+4.0,+0.34,+0.03,Matches
28,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,24,1992,17,1429,84,41.8,15.9,16,,1,,13,2.18,35,12,+23,+1.45,+0.77,32.0,10.7,+21.4,+1.35,+0.82,Matches
29,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,28,1989,24,1037,43,30.3,11.5,10,,14,,1,0.92,14,15,-1,-0.09,+0.59,15.1,11.5,+3.6,+0.32,+0.68,Matches
30,AndrÃ© Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,27,1989,12,950,79,27.8,10.6,10,,2,,0,0.75,9,18,-9,-0.85,-0.16,10.9,18.1,-7.2,-0.68,+0.08,Matches
31,AndrÃ© Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,27,1989,18,895,50,26.2,9.9,9,,9,,4,0.94,11,24,-13,-1.31,-1.06,9.7,17.1,-7.4,-0.75,-0.32,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,25,1991,36,2852,79,83.4,31.7,33,,3,,0,0.89,26,49,-23,-0.73,+0.07,27.7,48.7,-21.0,-0.66,+0.42,Matches
33,CÃ©sar Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,27,1989,37,3330,90,97.4,37.0,37,,0,,1,1.81,61,38,+23,+0.62,-0.38,54.8,34.1,+20.6,+0.56,-1.46,Matches
34,Daniel Bachmann\Daniel-Bachmann,at AUT,GK,Watford,23,1994,0,,,,,0,,0,,8,,,,,,,,,,,,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,23,1994,13,1001,77,29.3,11.1,11,,2,,5,2.46,24,6,+18,+1.62,+0.80,17.9,10.7,+7.3,+0.66,+0.29,Matches
36,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,32,1984,22,1909,87,55.8,21.2,22,,0,,1,1.23,22,34,-12,-0.57,-0.45,23.1,27.1,-4.0,-0.19,+0.20,Matches
37,TiemouÃ© Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,22,1994,29,2126,73,62.2,23.6,24,,5,,5,2.03,37,20,+17,+0.72,+0.23,33.9,23.5,+10.4,+0.44,-0.41,Matches
38,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,28,1989,2,32,16,0.9,0.4,0,,2,,10,0.00,0,1,-1,-2.81,-2.31,0.8,1.1,-0.4,-1.07,-0.76,Matches
39,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,18,1998,8,198,25,5.8,2.2,1,,7,,6,1.25,0,2,-2,-0.91,-0.57,2.1,1.7,+0.4,+0.18,+0.49,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,32,1985,13,1125,87,32.9,12.5,13,,0,,20,1.08,8,13,-5,-0.40,-0.48,10.8,17.4,-6.6,-0.53,-0.27,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,23,1993,2,129,65,3.8,1.4,2,,0,,6,0.00,0,4,-4,-2.79,-3.56,1.4,2.4,-1.0,-0.69,-1.34,Matches
42,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,27,1989,36,2165,60,63.3,24.1,21,,15,,1,1.42,26,23,+3,+0.12,+0.55,25.0,30.0,-4.9,-0.21,+0.37,Matches
43,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,19,1997,3,10,3,0.3,0.1,0,,3,,3,1.33,1,0,+1,+9.00,+9.13,0.4,0.0,+0.4,+5.21,+5.27,Matches
44,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,36,1981,25,1923,77,56.2,21.4,22,,3,,0,0.64,20,35,-15,-0.70,-0.10,20.4,27.7,-7.3,-0.34,0.00,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,26,1991,5,235,47,6.9,2.6,2,,3,,10,0.60,2,4,-2,-0.77,-0.03,2.2,5.2,-3.1,-1.18,-0.49,Matches
46,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,23,1993,12,360,30,10.5,4.0,3,,9,,9,2.08,11,7,+4,+1.00,+0.41,5.0,3.5,+1.5,+0.38,-0.24,Matches
47,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,25,1992,15,1306,87,38.2,14.5,15,,0,,1,0.87,10,18,-8,-0.55,+0.51,13.0,21.6,-8.6,-0.59,-0.02,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,21,1996,5,426,85,12.5,4.7,5,,0,,9,1.60,5,5,0,0.00,+0.57,3.8,3.5,+0.4,+0.07,+0.27,Matches
49,Asmir BegoviÄ‡\Asmir-Begovic,ba BIH,GK,Bournemouth,30,1987,38,3420,90,100.0,38.0,38,,0,,0,1.16,45,61,-16,-0.42,,44.4,59.2,-14.8,-0.39,,Matches
50,HÃ©ctor BellerÃ­n\Hector-Bellerin,es ESP,DFMF,Arsenal,22,1995,35,3051,87,89.2,33.9,34,,1,,0,1.71,67,44,+23,+0.68,+0.68,56.5,45.0,+11.5,+0.34,+0.21,Matches
51,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,30,1987,1,90,90,2.6,1.0,1,,0,,8,0.00,0,2,-2,-2.00,-1.95,0.4,1.2,-0.7,-0.74,-0.71,Matches
52,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,26,1990,31,2240,72,65.5,24.9,24,,7,,0,1.23,27,36,-9,-0.36,-0.29,37.1,34.7,+2.4,+0.10,-0.04,Matches
53,Saido Berahino\Saido-Berahino,bi BDI,FWMF,Stoke City,23,1993,15,494,33,14.4,5.5,3,,12,,11,0.87,4,13,-9,-1.64,-0.90,6.9,12.2,-5.3,-0.98,-0.46,Matches
54,JÃ³hann Berg GuÃ°mundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,26,1990,35,2833,81,82.8,31.5,32,,3,,1,1.29,29,33,-4,-0.13,-0.28,28.4,39.5,-11.0,-0.35,-0.05,Matches
55,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,27,1989,35,3135,90,91.7,34.8,35,,0,,0,0.97,34,49,-15,-0.43,+0.83,36.8,40.9,-4.0,-0.12,+0.51,Matches
56,Muhamed BeÅ¡iÄ‡\Muhamed-Besic,ba BIH,MF,Everton,24,1992,2,46,23,1.3,0.5,0,,2,,4,0.50,0,0,0,0.00,+0.37,0.7,0.6,+0.2,+0.37,+0.65,Matches
57,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,21,1996,16,764,48,22.3,8.5,8,,8,,4,1.00,7,11,-4,-0.47,+0.41,7.4,12.7,-5.3,-0.63,-0.06,Matches
58,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,29,1987,35,2596,74,75.9,28.8,30,,5,,0,0.91,29,49,-20,-0.69,+0.73,28.5,41.6,-13.0,-0.45,+0.54,Matches
59,Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,27,1990,7,362,52,10.6,4.0,4,,3,,11,3.00,11,0,+11,+2.73,+1.88,8.2,2.3,+5.9,+1.47,+1.13,Matches
60,Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,20,1997,1,17,17,0.5,0.2,1,,0,,0,0.00,0,0,0,0.00,-0.63,0.0,0.0,0.0,-0.03,-0.63,Matches
61,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,28,1989,16,851,53,24.9,9.5,11,,5,,4,0.88,9,14,-5,-0.53,-0.21,9.5,12.6,-3.1,-0.33,-0.06,Matches
62,GaÃ«tan Bong\Gaetan-Bong,cm CMR,DF,Brighton,29,1988,25,2236,89,65.4,24.8,25,,0,,2,1.08,25,36,-11,-0.44,+0.24,25.6,31.6,-6.0,-0.24,+0.22,Matches
63,Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,28,1988,15,707,47,20.7,7.9,8,,7,,0,0.87,3,8,-5,-0.64,+0.13,5.1,10.1,-5.1,-0.65,+0.10,Matches
64,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,37,1980,0,,,,,0,,0,,37,,,,,,,,,,,,Matches
65,Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Southampton,23,1993,26,1219,47,35.6,13.5,11,,15,,6,0.81,18,24,-6,-0.44,+0.09,14.5,17.5,-2.9,-0.22,-0.09,Matches
66,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,25,1992,15,1277,85,37.3,14.2,15,,0,,0,1.67,14,12,+2,+0.14,+0.35,11.8,18.0,-6.2,-0.44,-0.15,Matches
67,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,34,1983,3,226,75,6.6,2.5,2,,1,,35,3.00,8,1,+7,+2.79,+0.76,4.3,1.3,+3.0,+1.20,-0.36,Matches
68,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,32,1985,12,797,66,23.3,8.9,10,,2,,7,1.42,15,16,-1,-0.11,+0.54,12.2,14.3,-2.1,-0.24,+0.08,Matches
69,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,34,1982,5,302,60,8.8,3.4,4,,1,,2,0.80,2,1,+1,+0.30,+1.14,3.9,2.8,+1.1,+0.34,+1.18,Matches
70,Izzy Brown\Izzy-Brown,eng ENG,MFFW,Brighton,20,1997,13,311,24,9.1,3.5,4,,9,,2,0.92,1,8,-7,-2.03,-1.65,2.5,7.3,-4.8,-1.40,-1.19,Matches
71,Marcus Browne\Marcus-Browne,eng ENG,FWMF,West Ham,19,1997,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
72,Bruno\Bruno,es ESP,DF,Brighton,36,1980,25,2016,81,58.9,22.4,23,,2,,10,1.24,16,23,-7,-0.31,+0.52,17.1,26.4,-9.3,-0.41,-0.23,Matches
73,Chris Brunt\Chris-Brunt,nir NIR,MFDF,West Brom,32,1984,26,1920,74,56.1,21.3,22,,4,,9,1.04,22,23,-1,-0.05,+1.39,22.2,26.5,-4.3,-0.20,+0.32,Matches
74,Oliver Burke\Oliver-Burke,sco SCO,FWMF,West Brom,20,1997,15,367,24,10.7,4.1,2,,13,,10,0.20,6,11,-5,-1.23,-0.64,4.8,5.5,-0.7,-0.18,+0.18,Matches
75,Reece Burke\Reece-Burke,eng ENG,DF,West Ham,20,1996,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
76,Matt Butcher\Matt-Butcher,eng ENG,MF,Bournemouth,20,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
77,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,24,1993,35,3150,90,92.1,35.0,35,,0,,0,0.91,32,61,-29,-0.83,+0.50,34.6,55.4,-20.7,-0.59,-0.14,Matches
78,Sam Byram\Sam-Byram,eng ENG,DF,West Ham,23,1993,5,248,50,7.3,2.8,2,,3,,7,1.00,4,7,-3,-1.09,-0.61,2.7,4.1,-1.4,-0.52,-0.01,Matches
79,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,35,1981,3,270,90,7.9,3.0,3,,0,,35,1.33,6,4,+2,+0.67,+0.04,4.8,2.9,+1.9,+0.64,+0.05,Matches
80,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,31,1986,31,2376,77,69.5,26.4,28,,3,,2,1.29,32,36,-4,-0.15,+0.37,38.9,30.8,+8.1,+0.30,+0.64,Matches
81,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,31,1985,27,2086,77,61.0,23.2,24,,3,,7,1.85,35,24,+11,+0.47,-0.40,35.3,22.4,+12.9,+0.56,-0.10,Matches
82,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,20,1997,32,1882,59,55.0,20.9,18,,14,,1,1.25,26,27,-1,-0.05,+0.71,23.4,26.5,-3.2,-0.15,+0.28,Matches
83,Rafael Camacho\Rafael-Camacho,pt POR,MF,Liverpool,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
84,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,32,1985,20,1525,76,44.6,16.9,17,,3,,8,0.90,15,31,-16,-0.94,-0.14,16.3,26.0,-9.7,-0.58,+0.01,Matches
85,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,17,1999,4,79,20,2.3,0.9,0,,4,,4,0.50,0,2,-2,-2.28,-1.44,0.7,2.8,-2.1,-2.46,-1.92,Matches
86,Emre Can\Emre-Can,de GER,MF,Liverpool,23,1994,26,2091,80,61.1,23.2,24,,2,,3,2.08,56,29,+27,+1.16,-0.12,44.2,23.4,+20.8,+0.89,-0.21,Matches
87,Ã‰tienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,29,1988,23,1542,67,45.1,17.1,18,,5,,13,1.13,15,29,-14,-0.82,-0.53,19.9,24.9,-5.0,-0.29,+0.02,Matches
88,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,36,1981,2,109,55,3.2,1.2,1,,1,,7,1.50,1,0,+1,+0.83,-0.23,1.5,0.7,+0.8,+0.68,+0.23,Matches
89,AndrÃ© Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,26,1991,28,1540,55,45.0,17.1,16,,12,,3,1.14,20,31,-11,-0.64,-0.21,20.1,27.4,-7.2,-0.42,-0.22,Matches
90,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,26,1991,7,450,64,13.2,5.0,5,,2,,1,0.86,5,8,-3,-0.60,-0.12,4.2,6.6,-2.4,-0.48,-0.37,Matches
91,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,28,1989,16,751,47,22.0,8.3,7,,9,,5,1.19,14,12,+2,+0.24,+0.98,10.6,8.8,+1.8,+0.22,+0.93,Matches
92,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,25,1992,37,2570,69,75.1,28.6,28,,9,,1,0.89,18,39,-21,-0.74,+0.01,24.0,43.5,-19.5,-0.68,+0.19,Matches
93,Cameron Carter-Vickers\Cameron-Carter-Vickers,us USA,DF,Tottenham,19,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
94,Eduardo Carvalho\Eduardo-Carvalho,pt POR,GK,Chelsea,34,1982,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
95,Joel Castro Pereira\Joel-Castro-Pereira,pt POR,GK,Manchester Utd,21,1996,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
96,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,28,1989,7,523,75,15.3,5.8,5,,2,,2,0.86,2,6,-4,-0.69,-0.19,5.5,5.0,+0.6,+0.11,+0.48,Matches
97,Diego Cavalieri\Diego-Cavalieri,br BRA,GK,Crystal Palace,34,1982,0,,,,,0,,0,,6,,,,,,,,,,,,Matches
98,Petr ÄŒech\Petr-Cech,cz CZE,GK,Arsenal,35,1982,34,3039,89,88.9,33.8,34,,0,,1,1.59,64,48,+16,+0.47,-1.18,55.5,46.0,+9.5,+0.28,-0.32,Matches
99,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,27,1989,5,260,52,7.6,2.9,2,,3,,6,0.80,3,3,0,0.00,+0.71,2.2,4.1,-1.8,-0.76,-0.44,Matches
100,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,22,1994,6,447,75,13.1,5.0,5,,1,,0,1.33,7,7,0,0.00,+0.61,5.3,7.7,-2.4,-0.49,-0.21,Matches
101,Trevoh Chalobah\Trevoh-Chalobah,eng ENG,MF,Chelsea,18,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
102,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,22,1995,12,866,72,25.3,9.6,10,,2,,7,1.67,22,15,+7,+0.73,+0.16,15.2,13.0,+2.2,+0.23,-0.12,Matches
103,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,20,1996,24,1853,77,54.2,20.6,20,,4,,8,1.33,32,30,+2,+0.10,+0.44,27.9,26.4,+1.5,+0.07,+0.27,Matches
104,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,19,1997,8,378,47,11.1,4.2,4,,4,,0,0.88,6,9,-3,-0.71,-0.68,5.6,5.8,-0.2,-0.04,+0.01,Matches
105,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,21,1996,27,2086,77,61.0,23.2,23,,4,,9,1.67,37,23,+14,+0.60,-0.07,36.0,18.8,+17.2,+0.75,+0.38,Matches
106,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,29,1988,7,135,19,3.9,1.5,1,,6,,18,1.00,2,3,-1,-0.67,-0.42,2.6,1.5,+1.1,+0.73,+0.64,Matches
107,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,27,1989,20,1746,87,51.1,19.4,19,,1,,14,1.05,21,30,-9,-0.46,-0.52,23.7,30.5,-6.9,-0.35,-0.17,Matches
108,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,27,1989,23,1902,83,55.6,21.1,22,,1,,0,1.17,30,31,-1,-0.05,+1.08,26.1,29.7,-3.6,-0.17,+0.30,Matches
109,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,26,1990,29,2044,70,59.8,22.7,23,,6,,6,0.93,18,30,-12,-0.53,+0.52,17.0,34.0,-17.0,-0.75,-0.04,Matches
110,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,26,1991,3,174,58,5.1,1.9,2,,1,,2,0.67,0,1,-1,-0.52,-1.82,1.9,1.8,+0.2,+0.09,-0.93,Matches
111,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,21,1995,0,,,,,0,,0,,30,,,,,,,,,,,,Matches
112,SÃ©amus Coleman\Seamus-Coleman,ie IRL,DF,Everton,28,1988,12,1035,86,30.3,11.5,12,,0,,0,1.75,15,12,+3,+0.26,+0.90,12.5,12.4,+0.1,+0.01,+0.41,Matches
113,James Collins\James-Collins,wal WAL,DF,West Ham,33,1983,13,1050,81,30.7,11.7,12,,1,,3,1.46,18,19,-1,-0.09,+0.64,14.4,17.9,-3.5,-0.30,+0.31,Matches
114,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,20,1997,29,2237,77,65.4,24.9,25,,4,,6,1.21,32,42,-10,-0.40,+0.05,31.8,42.1,-10.3,-0.41,-0.06,Matches
115,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,26,1991,34,2767,81,80.9,30.7,31,,3,,3,1.15,37,53,-16,-0.52,-0.52,34.6,51.1,-16.5,-0.54,-0.77,Matches
116,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,26,1991,7,169,24,4.9,1.9,1,,6,,12,2.14,2,6,-4,-2.13,-2.88,2.4,4.4,-2.0,-1.14,-1.52,Matches
117,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,28,1989,38,3420,90,100.0,38.0,38,,0,,0,1.42,36,39,-3,-0.08,,35.2,48.2,-13.0,-0.34,,Matches
118,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,25,1992,35,3150,90,92.1,35.0,35,,0,,0,1.89,56,34,+22,+0.63,-0.04,52.0,31.3,+20.7,+0.59,-0.05,Matches
119,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,25,1992,14,1109,79,32.4,12.3,13,,1,,1,1.79,29,14,+15,+1.22,+0.01,22.5,12.7,+9.8,+0.79,-0.27,Matches
120,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,30,1986,3,180,60,5.3,2.0,2,,1,,13,1.00,0,7,-7,-3.50,-2.86,1.6,5.1,-3.5,-1.75,-1.24,Matches
121,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,27,1989,36,3069,85,89.7,34.1,35,,1,,1,1.14,45,60,-15,-0.44,+0.84,36.1,50.1,-14.0,-0.41,+1.00,Matches
122,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,36,1981,31,1567,51,45.8,17.4,14,,17,,4,0.77,18,27,-9,-0.52,+0.65,21.0,30.6,-9.6,-0.56,+0.05,Matches
123,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,21,1996,2,8,4,0.2,0.1,0,,2,,12,2.00,0,0,0,0.00,+0.53,0.0,0.4,-0.4,-5.62,-5.12,Matches
124,James Daly\James-Daly,eng ENG,FW,Crystal Palace,17,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
125,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,30,1986,35,3002,86,87.8,33.4,34,,1,,1,1.14,36,50,-14,-0.42,+0.01,37.1,51.8,-14.7,-0.44,-0.40,Matches
126,Danilo\Danilo,br BRA,DF,Manchester City,26,1991,23,1349,59,39.4,15.0,13,,10,,13,2.48,40,11,+29,+1.93,-0.24,30.8,11.9,+18.9,+1.27,-0.43,Matches
127,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,30,1987,17,1435,84,42.0,15.9,16,,1,,2,0.82,16,26,-10,-0.63,-0.63,21.0,20.0,+1.0,+0.06,-0.09,Matches
128,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,900,90,26.3,10.0,10,,0,,25,0.80,10,15,-5,-0.50,-0.39,10.6,16.6,-6.0,-0.60,-0.45,Matches
129,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,27,1989,8,444,56,13.0,4.9,5,,3,,9,2.13,5,3,+2,+0.41,-0.74,5.5,5.4,0.0,+0.01,-0.51,Matches
