Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
327,Will Keane\Will-Keane,eng ENG,FW,Manchester Utd,22,1993,1,5,5,0.1,0.1,0,,1,,0,0.00,0,0,0,0.00,-0.37,Matches
328,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,25,1990,13,1044,80,30.5,11.6,11,,2,,23,0.85,10,15,-5,-0.43,-0.17,Matches
329,Kenedy\Kenedy,br BRA,DFMF,Chelsea,19,1996,14,556,40,16.3,6.2,4,,10,,10,1.21,12,10,+2,+0.32,+0.20,Matches
330,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DFFW,Everton,18,1997,1,62,62,1.8,0.7,0,,1,,0,3.00,2,0,+2,+2.90,+2.85,Matches
331,Yann Kermorgant\Yann-Kermorgant,fr FRA,FW,Bournemouth,33,1981,7,130,19,3.8,1.4,0,,7,,10,1.00,2,3,-1,-0.69,-0.12,Matches
332,Wahbi Khazri\Wahbi-Khazri,tn TUN,MF,Sunderland,24,1991,14,1071,77,31.3,11.9,13,,1,,1,1.36,14,10,+4,+0.34,+1.03,Matches
333,Andy King\Andy-King,wal WAL,MF,Leicester City,26,1988,25,1062,42,31.1,11.8,9,,16,,11,2.08,25,17,+8,+0.68,-0.24,Matches
334,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,23,1992,31,1913,62,55.9,21.3,24,,7,,0,0.97,26,39,-13,-0.61,-0.07,Matches
335,Stephen Kingsley\Stephen-Kingsley,sco SCO,DF,Swansea City,21,1994,4,355,89,10.4,3.9,4,,0,,1,2.50,8,3,+5,+1.27,+1.71,Matches
336,Jan Kirchhoff\Jan-Kirchhoff,de GER,MF,Sunderland,24,1990,15,1075,72,31.4,11.9,14,,1,,0,1.27,10,12,-2,-0.17,+0.29,Matches
337,Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,27,1988,10,848,85,24.8,9.4,10,,0,,1,0.80,7,13,-6,-0.64,+0.13,Matches
338,Kyle Knoyle\Kyle-Knoyle,eng ENG,DF,West Ham,18,1996,0,,,,,0,,0,,1,,,,,,,Matches
339,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Manchester City,29,1985,29,2283,79,66.8,25.4,25,,4,,6,1.79,48,29,+19,+0.75,-0.12,Matches
340,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,29,1986,14,1179,84,34.5,13.1,13,,1,,2,2.00,19,7,+12,+0.92,+0.19,Matches
341,Arouna KonÃ©\Arouna-Kone,ci CIV,MFFW,Everton,31,1983,25,1456,58,42.6,16.2,16,,9,,7,1.32,31,20,+11,+0.68,+1.00,Matches
342,Lamine KonÃ©\Lamine-Kone,ci CIV,DF,Sunderland,26,1989,15,1314,88,38.4,14.6,15,,0,,0,1.33,18,16,+2,+0.14,+0.82,Matches
343,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,29,1985,33,2845,86,83.2,31.6,33,,0,,1,1.91,54,31,+23,+0.73,-0.21,Matches
344,Cheikhou KouyatÃ©\Cheikhou-Kouyate,sn SEN,MF,West Ham,25,1989,34,3007,88,87.9,33.4,34,,0,,0,1.62,58,44,+14,+0.42,+0.42,Matches
345,Libor KozÃ¡k\Libor-Kozak,cz CZE,FW,Aston Villa,26,1989,4,258,65,7.5,2.9,3,,1,,2,1.25,2,2,0,0.00,+1.39,Matches
346,Andrej KramariÄ‡\Andrej-Kramaric,hr CRO,FWMF,Leicester City,24,1991,2,24,12,0.7,0.3,0,,2,,7,0.00,1,2,-1,-3.75,-4.62,Matches
347,Bojan KrkiÄ‡\Bojan-Krkic,es ESP,MFFW,Stoke City,24,1990,27,1697,63,49.6,18.9,22,,5,,8,1.44,21,25,-4,-0.21,+0.31,Matches
348,Tim Krul\Tim-Krul,nl NED,GK,Newcastle Utd,27,1988,8,720,90,21.1,8.0,8,,0,,0,0.38,6,17,-11,-1.37,-1.04,Matches
349,Kyle Lafferty\Kyle-Lafferty,nir NIR,FW,Norwich City,27,1987,1,14,14,0.4,0.2,0,,1,,5,0.00,0,0,0,0.00,+0.74,Matches
350,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,27,1988,30,2107,70,61.6,23.4,23,,7,,2,1.63,35,27,+8,+0.34,0.00,Matches
351,Rickie Lambert\Rickie-Lambert,eng ENG,FW,West Brom,33,1982,19,625,33,18.3,6.9,5,,14,,14,1.32,6,9,-3,-0.43,-0.08,Matches
352,Ã‰rik Lamela\Erik-Lamela,ar ARG,MF,Tottenham,23,1992,34,2371,70,69.3,26.3,28,,6,,2,1.82,50,26,+24,+0.91,+0.05,Matches
353,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,22,1993,26,1910,73,55.8,21.2,23,,3,,2,1.81,45,30,+15,+0.71,+0.77,Matches
354,Seb Larsson\Seb-Larsson,se SWE,MF,Sunderland,30,1985,18,554,31,16.2,6.2,6,,12,,6,1.39,8,12,-4,-0.65,-0.34,Matches
355,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,21,1993,18,1152,64,33.7,12.8,10,,8,,10,0.78,12,20,-8,-0.62,-0.11,Matches
356,Miguel LayÃºn\Miguel-Layun,mx MEX,MFDF,Watford,27,1988,3,131,44,3.8,1.5,2,,1,,1,0.67,1,0,+1,+0.69,+0.99,Matches
357,Joe Ledley\Joe-Ledley,wal WAL,MF,Crystal Palace,28,1987,19,981,52,28.7,10.9,11,,8,,8,1.32,11,19,-8,-0.73,-0.59,Matches
358,Elliot Lee\Elliot-Lee,eng ENG,FW,West Ham,20,1994,0,,,,,0,,0,,1,,,,,,,Matches
359,Lucas Leiva\Lucas-Leiva,br BRA,MFDF,Liverpool,28,1987,27,1953,72,57.1,21.7,21,,6,,3,1.41,30,33,-3,-0.14,-1.12,Matches
360,Jonathan Leko\Jonathan-Leko,eng ENG,MF,West Brom,16,1999,5,271,54,7.9,3.0,3,,2,,3,0.60,2,5,-3,-1.00,-0.68,Matches
361,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Everton,28,1987,25,1538,62,45.0,17.1,17,,8,,7,1.24,22,25,-3,-0.18,-0.51,Matches
362,Jeremain Lens\Jeremain-Lens,nl NED,MFFW,Sunderland,27,1987,20,1294,65,37.8,14.4,14,,6,,6,0.85,21,28,-7,-0.49,-0.19,Matches
363,Joleon Lescott\Joleon-Lescott,eng ENG,DF,Aston Villa,32,1982,30,2629,88,76.9,29.2,30,,0,,4,0.40,21,58,-37,-1.27,+0.10,Matches
364,Joleon Lescott\Joleon-Lescott,eng ENG,DF,West Brom,32,1982,2,180,90,5.3,2.0,2,,0,,2,1.50,1,3,-2,-1.00,-0.67,Matches
365,Anders Lindegaard\Anders-Lindegaard,dk DEN,GK,West Brom,31,1984,0,,,,,0,,0,,16,,,,,,,Matches
366,Jesse Lingard\Jesse-Lingard,eng ENG,MF,Manchester Utd,22,1992,25,1632,65,47.7,18.1,19,,6,,0,1.80,26,13,+13,+0.72,+0.67,Matches
367,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,28,1986,37,3330,90,97.4,37.0,37,,0,,1,1.89,69,34,+35,+0.95,+1.95,Matches
368,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MF,Chelsea,19,1996,13,412,32,12.0,4.6,4,,9,,17,1.38,10,8,+2,+0.44,+0.32,Matches
369,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,28,1987,28,2111,75,61.7,23.5,23,,5,,4,1.57,39,21,+18,+0.77,+0.77,Matches
370,Donald Love\Donald-Love,sco SCO,DFMF,Manchester Utd,20,1994,1,54,54,1.6,0.6,0,,1,,0,0.00,1,1,0,0.00,-0.37,Matches
371,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,26,1989,24,1896,79,55.4,21.1,22,,2,,2,1.50,28,24,+4,+0.19,-0.34,Matches
372,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Everton,22,1993,37,3169,86,92.7,35.2,36,,1,,1,1.24,55,52,+3,+0.09,-0.27,Matches
373,Jordan Lyden\Jordan-Lyden,au AUS,MFDF,Aston Villa,19,1996,4,153,38,4.5,1.7,2,,2,,14,0.00,0,3,-3,-1.76,-0.50,Matches
374,Yann M'Vila\Yann-MVila,fr FRA,MF,Sunderland,25,1990,37,3186,86,93.2,35.4,36,,1,,0,1.05,42,55,-13,-0.37,+0.02,Matches
375,Shaun MacDonald\Shaun-MacDonald,wal WAL,MF,Bournemouth,27,1988,3,31,10,0.9,0.3,0,,3,,11,1.33,0,1,-1,-2.90,-2.35,Matches
376,Matt Macey\Matt-Macey,eng ENG,GK,Arsenal,20,1994,0,,,,,0,,0,,6,,,,,,,Matches
377,Jonny Maddison\Jonny-Maddison,eng ENG,GK,Leicester City,20,1994,0,,,,,0,,0,,1,,,,,,,Matches
378,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Manchester City,18,1997,0,,,,,0,,0,,2,,,,,,,Matches
379,Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,24,1991,37,3034,82,88.7,33.7,36,,1,,1,2.11,62,26,+36,+1.07,+2.00,Matches
380,Modibo MaÃ¯ga\Modibo-Maiga,ml MLI,FWMF,West Ham,27,1987,3,27,9,0.8,0.3,0,,3,,0,1.00,1,1,0,0.00,-0.37,Matches
381,Mikael Mandron\Mikael-Mandron,fr FRA,FW,Sunderland,20,1994,0,,,,,0,,0,,1,,,,,,,Matches
382,Sadio ManÃ©\Sadio-Mane,sn SEN,MFFW,Southampton,23,1992,37,2597,70,75.9,28.9,30,,7,,1,1.62,47,32,+15,+0.52,+0.19,Matches
383,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,24,1991,23,2009,87,58.7,22.3,23,,0,,5,2.00,50,23,+27,+1.21,+1.02,Matches
384,Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,27,1988,19,1710,90,50.0,19.0,19,,0,,19,1.37,27,23,+4,+0.21,+1.16,Matches
385,JosÃ© Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Watford,29,1986,27,2007,74,58.7,22.3,27,,0,,2,1.15,21,27,-6,-0.27,-0.01,Matches
386,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Crystal Palace,28,1986,3,255,85,7.5,2.8,3,,0,,13,0.00,1,7,-6,-2.12,-1.95,Matches
387,Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,19,1995,31,2632,85,77.0,29.2,29,,2,,0,1.61,37,29,+8,+0.27,-0.41,Matches
388,Russell Martin\Russell-Martin,sco SCO,DF,Norwich City,29,1986,30,2698,90,78.9,30.0,30,,0,,3,0.90,34,53,-19,-0.63,+0.49,Matches
389,Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,25,1989,15,1085,72,31.7,12.1,11,,4,,15,2.00,27,15,+12,+1.00,+0.76,Matches
390,Sylvain Marveaux\Sylvain-Marveaux,fr FRA,FWMF,Newcastle Utd,29,1986,0,,,,,0,,0,,2,,,,,,,Matches
391,Niall Mason\Niall-Mason,eng ENG,DF,Aston Villa,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
392,Ryan Mason\Ryan-Mason,eng ENG,MF,Tottenham,24,1991,22,805,37,23.5,8.9,8,,14,,3,1.64,8,10,-2,-0.22,-1.46,Matches
393,Juan Mata\Juan-Mata,es ESP,MF,Manchester Utd,27,1988,38,2889,76,84.5,32.1,34,,4,,0,1.74,41,27,+14,+0.44,+0.44,Matches
394,Nemanja MatiÄ‡\Nemanja-Matic,rs SRB,MF,Chelsea,26,1988,33,2415,73,70.6,26.8,28,,5,,4,1.39,34,36,-2,-0.07,-0.79,Matches
395,Adam Matthews\Adam-Matthews,wal WAL,DF,Sunderland,23,1992,1,37,37,1.1,0.4,0,,1,,5,0.00,2,1,+1,+2.43,+2.83,Matches
396,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Newcastle Utd,20,1995,3,143,48,4.2,1.6,2,,1,,9,1.33,3,6,-3,-1.89,-1.39,Matches
397,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,20,1994,33,2923,89,85.5,32.5,33,,0,,0,1.03,41,53,-12,-0.37,+1.26,Matches
398,Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,Norwich City,29,1985,29,1595,55,46.6,17.7,15,,14,,3,0.93,21,34,-13,-0.73,+0.01,Matches
399,Conor McAleny\Conor-McAleny,eng ENG,FW,Everton,22,1992,0,,,,,0,,0,,1,,,,,,,Matches
400,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,27,1987,28,2185,78,63.9,24.3,26,,2,,0,1.21,27,28,-1,-0.04,+0.76,Matches
401,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,35,1979,34,3060,90,89.5,34.0,34,,0,,0,1.09,29,40,-11,-0.32,+0.43,Matches
402,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Crystal Palace,25,1989,7,630,90,18.4,7.0,7,,0,,13,1.29,9,9,0,0.00,+0.39,Matches
403,James McCarthy\James-McCarthy,ie IRL,MF,Everton,24,1990,29,2429,84,71.0,27.0,29,,0,,0,1.31,45,37,+8,+0.30,+0.66,Matches
404,James McClean\James-McClean,ie IRL,MFFW,West Brom,26,1989,35,2413,69,70.6,26.8,28,,7,,0,1.06,24,38,-14,-0.52,-0.52,Matches
405,Aiden McGeady\Aiden-McGeady,ie IRL,FWMF,Everton,29,1986,0,,,,,0,,0,,1,,,,,,,Matches
406,Callum McManaman\Callum-McManaman,eng ENG,MF,West Brom,24,1991,12,281,23,8.2,3.1,2,,10,,14,0.75,4,5,-1,-0.32,+0.05,Matches
407,Paddy McNair\Paddy-McNair,nir NIR,DF,Manchester Utd,20,1995,8,314,39,9.2,3.5,3,,5,,15,1.75,3,6,-3,-0.86,-1.35,Matches
408,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,30,1984,24,2048,85,59.9,22.8,24,,0,,7,1.88,39,23,+16,+0.70,-0.15,Matches
409,Matt Miazga\Matt-Miazga,us USA,DF,Chelsea,20,1995,2,135,68,3.9,1.5,2,,0,,3,1.50,4,1,+3,+2.00,+1.92,Matches
410,Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,27,1988,34,3060,90,89.5,34.0,34,,0,,3,1.65,59,42,+17,+0.50,+1.50,Matches
411,James Milner\James-Milner,eng ENG,MFFW,Liverpool,29,1986,28,2409,86,70.4,26.8,28,,0,,1,1.68,46,35,+11,+0.41,+0.23,Matches
412,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,22,1993,1,11,11,0.3,0.1,0,,1,,3,1.00,0,0,0,0.00,+0.58,Matches
413,Kevin Mirallas\Kevin-Mirallas,be BEL,MFFW,Everton,27,1987,23,1013,44,29.6,11.3,10,,13,,10,1.17,16,15,+1,+0.09,-0.02,Matches
414,Aleksandar MitroviÄ‡\Aleksandar-Mitrovic,rs SRB,FW,Newcastle Utd,20,1994,34,2118,62,61.9,23.5,22,,12,,2,1.00,29,42,-13,-0.55,0.00,Matches
415,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,29,1986,37,3249,88,95.0,36.1,36,,1,,1,1.89,61,34,+27,+0.75,-0.30,Matches
416,Jefferson Montero\Jefferson-Montero,ec ECU,MFFW,Swansea City,25,1989,23,1355,59,39.6,15.1,14,,9,,9,0.96,18,21,-3,-0.20,+0.11,Matches
417,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,23,1992,32,2548,80,74.5,28.3,28,,4,,2,1.56,50,36,+14,+0.49,+0.60,Matches
418,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,31,1984,38,3420,90,100.0,38.0,38,,0,,0,2.13,68,36,+32,+0.84,,Matches
419,James Morrison\James-Morrison,sco SCO,MF,West Brom,29,1986,18,1338,74,39.1,14.9,17,,1,,1,1.11,15,19,-4,-0.27,+0.16,Matches
420,Victor Moses\Victor-Moses,ng NGA,FWMF,Chelsea,24,1990,0,,,,,0,,0,,1,,,,,,,Matches
421,Victor Moses\Victor-Moses,ng NGA,MFFW,West Ham,24,1990,21,979,47,28.6,10.9,13,,8,,3,1.38,11,19,-8,-0.74,-1.55,Matches
422,Youssouf Mulumbu\Youssouf-Mulumbu,cd COD,MF,Norwich City,28,1987,7,368,53,10.8,4.1,5,,2,,15,0.86,0,9,-9,-2.20,-1.64,Matches
423,Marc Muniesa\Marc-Muniesa,es ESP,DF,Stoke City,23,1992,15,1114,74,32.6,12.4,12,,3,,8,0.87,8,24,-16,-1.29,-1.37,Matches
424,Glenn Murray\Glenn-Murray,eng ENG,FW,Bournemouth,31,1983,19,676,36,19.8,7.5,6,,13,,4,1.16,10,17,-7,-0.93,-0.44,Matches
425,Glenn Murray\Glenn-Murray,eng ENG,FW,Crystal Palace,31,1983,2,126,63,3.7,1.4,2,,0,,1,3.00,2,1,+1,+0.71,+1.07,Matches
426,Jordon Mutch\Jordon-Mutch,eng ENG,MF,Crystal Palace,23,1991,20,803,40,23.5,8.9,7,,13,,8,1.15,12,16,-4,-0.45,-0.17,Matches
427,Boaz Myhill\Boaz-Myhill,wal WAL,GK,West Brom,32,1982,23,2070,90,60.5,23.0,23,,0,,15,1.22,23,31,-8,-0.35,+0.05,Matches
428,Dame N'Doye\Dame-NDoye,sn SEN,MFFW,Sunderland,30,1985,11,572,52,16.7,6.4,5,,6,,5,0.91,9,10,-1,-0.16,+0.25,Matches
429,Clinton N'Jie\Clinton-NJie,cm CMR,FW,Tottenham,21,1993,8,192,24,5.6,2.1,0,,8,,2,1.63,2,1,+1,+0.47,-0.45,Matches
430,Charles N'Zogbia\Charles-NZogbia,fr FRA,DFFW,Aston Villa,29,1986,2,43,22,1.3,0.5,0,,2,,0,0.50,0,0,0,0.00,+1.31,Matches
431,Steven Naismith\Steven-Naismith,sco SCO,MF,Everton,28,1986,10,453,45,13.2,5.0,4,,6,,7,1.30,7,9,-2,-0.40,-0.58,Matches
432,Steven Naismith\Steven-Naismith,sco SCO,MF,Norwich City,28,1986,13,872,67,25.5,9.7,11,,2,,1,0.77,11,19,-8,-0.83,-0.12,Matches
433,Samir Nasri\Samir-Nasri,fr FRA,MFFW,Manchester City,28,1987,12,541,45,15.8,6.0,4,,8,,0,2.33,14,6,+8,+1.33,+0.64,Matches
434,Kyle Naughton\Kyle-Naughton,eng ENG,DF,Swansea City,26,1988,27,1769,66,51.7,19.7,19,,8,,10,1.44,23,26,-3,-0.15,+0.23,Matches
435,JesÃºs Navas\Jesus-Navas,es ESP,MF,Manchester City,29,1985,34,2282,67,66.7,25.4,24,,10,,2,1.76,50,22,+28,+1.10,+0.95,Matches
436,Oumar Niasse\Oumar-Niasse,sn SEN,MFFW,Everton,25,1990,5,143,29,4.2,1.6,2,,3,,6,1.20,1,6,-5,-3.15,-3.39,Matches
437,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,28,1987,37,3196,86,93.5,35.5,37,,0,,0,1.65,57,48,+9,+0.25,-1.76,Matches
438,Kevin Nolan\Kevin-Nolan,eng ENG,MF,West Ham,33,1982,2,57,29,1.7,0.6,1,,1,,1,1.50,0,2,-2,-3.16,-3.59,Matches
439,Kristoffer Nordfeldt\Kristoffer-Nordfeldt,se SWE,GK,Swansea City,26,1989,1,90,90,2.6,1.0,1,,0,,36,1.00,1,1,0,0.00,+0.27,Matches
440,Allan Nyom\Allan-Nyom,cm CMR,DF,Watford,27,1988,32,2469,77,72.2,27.4,29,,3,,6,1.22,28,34,-6,-0.22,+0.16,Matches
441,Joey O'Brien\Joey-OBrien,ie IRL,DFMF,West Ham,29,1986,0,,,,,0,,0,,4,,,,,,,Matches
442,Eunan O'Kane\Eunan-OKane,ie IRL,MF,Bournemouth,25,1990,16,756,47,22.1,8.4,6,,10,,16,1.13,8,20,-12,-1.43,-1.09,Matches
443,Gary O'Neil\Gary-ONeil,eng ENG,MF,Norwich City,32,1983,27,1756,65,51.3,19.5,19,,8,,7,1.15,19,27,-8,-0.41,+0.67,Matches
444,John O'Shea\John-OShea,ie IRL,DF,Sunderland,34,1981,28,2009,72,58.7,22.3,23,,5,,6,1.29,27,38,-11,-0.49,-0.30,Matches
445,Gabriel Obertan\Gabriel-Obertan,fr FRA,MF,Newcastle Utd,26,1989,5,279,56,8.2,3.1,3,,2,,4,0.60,3,6,-3,-0.97,-0.45,Matches
446,John Obi Mikel\John-Obi-Mikel,ng NGA,MFDF,Chelsea,28,1987,25,1782,71,52.1,19.8,19,,6,,10,1.48,32,26,+6,+0.30,+0.30,Matches
447,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,23,1992,24,1088,45,31.8,12.1,11,,13,,9,1.88,19,17,+2,+0.17,-0.30,Matches
448,Peter Odemwingie\Peter-Odemwingie,ng NGA,FW,Stoke City,34,1981,5,106,21,3.1,1.2,0,,5,,3,0.80,2,2,0,0.00,+0.38,Matches
449,Vadis Odjidja-Ofoe\Vadis-Odjidja-Ofoe,be BEL,MF,Norwich City,26,1989,10,279,28,8.2,3.1,3,,7,,5,1.30,2,7,-5,-1.61,-0.95,Matches
450,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,27,1988,28,2326,83,68.0,25.8,27,,1,,5,1.75,44,32,+12,+0.46,+0.30,Matches
451,Sheyi Ojo\Sheyi-Ojo,eng ENG,MFFW,Liverpool,18,1997,8,397,50,11.6,4.4,5,,3,,0,1.50,9,6,+3,+0.68,+0.38,Matches
452,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,29,1986,36,2054,57,60.1,22.8,28,,8,,2,2.14,40,21,+19,+0.83,-0.02,Matches
453,Jores Okore\Jores-Okore,dk DEN,DF,Aston Villa,22,1992,12,1080,90,31.6,12.0,12,,0,,6,0.92,8,18,-10,-0.83,+0.67,Matches
454,Olufela Olomola\Olufela-Olomola,eng ENG,FW,Southampton,17,1997,0,,,,,0,,0,,1,,,,,,,Matches
455,Jonas Olsson\Jonas-Olsson,se SWE,DF,West Brom,32,1983,28,2013,72,58.9,22.4,25,,3,,9,1.18,23,28,-5,-0.22,+0.35,Matches
456,Martin Olsson\Martin-Olsson,se SWE,DF,Norwich City,27,1988,24,1775,74,51.9,19.7,20,,4,,9,1.08,19,34,-15,-0.76,-0.05,Matches
457,Josh Onomah\Josh-Onomah,eng ENG,FWMF,Tottenham,18,1997,8,83,10,2.4,0.9,0,,8,,7,1.75,3,4,-1,-1.08,-2.03,Matches
458,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,20,1995,16,670,42,19.6,7.4,7,,9,,7,1.56,15,8,+7,+0.94,+0.74,Matches
459,Oscar\Oscar,br BRA,MF,Chelsea,23,1991,27,1769,66,51.7,19.7,20,,7,,3,1.33,27,23,+4,+0.20,+0.09,Matches
460,Leon Osman\Leon-Osman,eng ENG,MFFW,Everton,34,1981,9,223,25,6.5,2.5,2,,7,,25,1.56,3,1,+2,+0.81,+0.75,Matches
461,David Ospina\David-Ospina,co COL,GK,Arsenal,26,1988,4,360,90,10.5,4.0,4,,0,,30,2.00,11,5,+6,+1.50,+0.82,Matches
462,NicolÃ¡s Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,27,1988,30,2671,89,78.1,29.7,30,,0,,3,1.67,58,35,+23,+0.77,-0.07,Matches
463,Obbi Oulare\Obbi-Oulare,be BEL,FW,Watford,19,1996,2,7,4,0.2,0.1,0,,2,,5,0.00,0,0,0,0.00,+0.26,Matches
464,Moha El Ouriachi\Moha-El-Ouriachi,es ESP,MF,Stoke City,19,1996,0,,,,,0,,0,,2,,,,,,,Matches
465,Bryan Oviedo\Bryan-Oviedo,cr CRC,DF,Everton,25,1990,14,996,71,29.1,11.1,12,,2,,7,1.21,18,18,0,0.00,-0.15,Matches
466,Reece Oxford\Reece-Oxford,eng ENG,MFDF,West Ham,16,1998,7,212,30,6.2,2.4,3,,4,,15,2.29,3,3,0,0.00,-0.39,Matches
467,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,Arsenal,21,1993,22,926,42,27.1,10.3,9,,13,,1,2.09,13,11,+2,+0.19,-0.78,Matches
468,Mesut Ã–zil\Mesut-Ozil,de GER,MF,Arsenal,26,1988,35,3035,87,88.7,33.7,35,,0,,0,1.89,60,31,+29,+0.86,+0.86,Matches
469,Alex Palmer\Alex-Palmer,eng ENG,GK,West Brom,18,1996,0,,,,,0,,0,,1,,,,,,,Matches
470,Kasey Palmer\Kasey-Palmer,eng ENG,MF,Chelsea,18,1996,0,,,,,0,,0,,2,,,,,,,Matches
471,Alberto Paloschi\Alberto-Paloschi,it ITA,FWMF,Swansea City,25,1990,10,667,67,19.5,7.4,7,,3,,2,0.90,7,12,-5,-0.67,-0.51,Matches
472,Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,Sunderland,28,1987,17,1530,90,44.7,17.0,17,,0,,3,0.71,18,33,-15,-0.88,-0.93,Matches
473,Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,Watford,28,1987,0,,,,,0,,0,,16,,,,,,,Matches
474,Djair Parfitt-Williams\Djair-Parfitt-Williams,bm BER,FW,West Ham,18,1996,0,,,,,0,,0,,2,,,,,,,Matches
475,Alexandre Pato\Alexandre-Pato,br BRA,FW,Chelsea,25,1989,2,131,66,3.8,1.5,1,,1,,8,1.50,4,1,+3,+2.06,+1.98,Matches
476,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Arsenal,24,1990,21,1764,84,51.6,19.6,18,,3,,14,1.76,35,16,+19,+0.97,+0.43,Matches
477,Dimitri Payet\Dimitri-Payet,fr FRA,FWMF,West Ham,28,1987,30,2568,86,75.1,28.5,29,,1,,0,1.80,55,42,+13,+0.46,+0.35,Matches
478,Pedro\Pedro,es ESP,MF,Chelsea,28,1987,29,2033,70,59.4,22.6,24,,5,,0,1.41,40,27,+13,+0.58,+1.03,Matches
479,Graziano PellÃ¨\Graziano-Pelle,it ITA,FW,Southampton,30,1985,30,2175,73,63.6,24.2,23,,7,,2,1.60,35,27,+8,+0.33,-0.39,Matches
480,Matthew Pennington\Matthew-Pennington,eng ENG,DF,Everton,20,1994,4,298,75,8.7,3.3,4,,0,,1,1.50,4,7,-3,-0.91,-1.11,Matches
481,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,19,1996,4,84,21,2.5,0.9,0,,4,,17,1.50,1,2,-1,-1.07,-1.48,Matches
482,Ayoze PÃ©rez\Ayoze-Perez,es ESP,MFFW,Newcastle Utd,22,1993,34,2048,60,59.9,22.8,22,,12,,4,0.97,30,42,-12,-0.53,+0.06,Matches
483,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Sunderland,21,1994,2,180,90,5.3,2.0,2,,0,,16,0.50,3,6,-3,-1.50,-1.19,Matches
484,Steven Pienaar\Steven-Pienaar,za RSA,MF,Everton,33,1982,4,122,31,3.6,1.4,0,,4,,5,0.50,1,3,-2,-1.48,-1.64,Matches
485,Erik Pieters\Erik-Pieters,nl NED,DF,Stoke City,26,1988,35,3095,88,90.5,34.4,35,,0,,0,1.37,39,45,-6,-0.17,+2.04,Matches
486,Ivo Pinto\Ivo-Pinto,pt POR,DF,Norwich City,25,1990,10,811,81,23.7,9.0,9,,1,,4,0.60,9,19,-10,-1.11,-0.49,Matches
487,SÃ©bastien Pocognoli\Sebastien-Pocognoli,be BEL,DFMF,West Brom,27,1987,1,36,36,1.1,0.4,0,,1,,4,3.00,1,0,+1,+2.50,+2.90,Matches
